Runtime,Director,Writer,Actor,Rating,Target
128,Kazuaki Kiriya,"Kazuaki Kiriya , Kazuaki Kiriya , Tetsurô Takita ","Yôsuke Eguchi, Takao Ohsawa, Ryôko Hirosue, Jun Kaname",6.7,0
114,Rian Johnson,Rian Johnson,"Rachel Weisz, Adrien Brody, Mark Ruffalo, Rinko Kikuchi",6.9,1
89,Jeff Beesley,"Richard Dooling , Stephen King ","Christian Slater, Emmanuelle Vaugier, Wes Bentley, Greg Bryk",5.7,0
104,Agnieszka Wojtowicz-Vosloo,"Agnieszka Wojtowicz-Vosloo, Paul Vosloo, Jakub Korolczuk","Christina Ricci, Liam Neeson, Justin Long, Chandler Canterbury",5.9,0
90,Vadim Perelman,"Laura Kasischke , Emil Stern ","Uma Thurman, Evan Rachel Wood, Eva Amurri Martino, Gabrielle Brennan",6.4,0
120,Brian Levant,"Daniel Altiere, Steven Altiere","Kate Melton, Hayley Kiyoko, Robbie Amell, Nick Palatas",5.7,0
100,Thor Freudenthal,"Jeff Lowell , Robert Schooley , Mark McCorkle , Lois Duncan ","Emma Roberts, Jake T. Austin, Don Cheadle, Johnny Simmons",5.4,0
107,John Singleton,"Gary Scott Thompson , Michael Brandt , Derek Haas , Gary Scott Thompson , Michael Brandt , Derek Haas ","Paul Walker, Tyrese Gibson, Eva Mendes, Cole Hauser",5.9,0
128,Marco Bellocchio,"Marco Bellocchio , Marco Bellocchio , Daniela Ceselli ","Giovanna Mezzogiorno, Filippo Timi, Fausto Russo Alesi, Michela Cescon",6.8,1
133,Takashi Miike,"Hiroshi Takahashi , Hiroshi Takahashi , Shôgo Mutô ","Shun Oguri, Kyôsuke Yabe, Meisa Kuroki, Nobuaki Kaneko",7.3,1
86,Tarik Saleh,"Fredrik Edin , Fredrik Edin , Martin Hultman , Stig Larsson , Tarik Saleh , Tarik Saleh ","Vincent Gallo, Juliette Lewis, Udo Kier, Stellan Skarsgård",6.3,0
124,"Scandar Copti, Yaron Shani","Scandar Copti, Yaron Shani","Fouad Habash, Nisrine Rihan, Elias Saba, Youssef Sahwani",7.4,1
107,Greg Mottola,Greg Mottola,"Jesse Eisenberg, Kelsey Ford, Michael Zegen, Ryan McFarland",6.8,1
134,Alan Parker,Christopher Gore,"Eddie Barth, Irene Cara, Lee Curreri, Laura Dean",6.6,0
117,Wolfgang Murnberger,"Wolf Haas , Wolf Haas , Josef Hader , Wolfgang Murnberger ","Josef Hader, Josef Bierbichler, Birgit Minichmayr, Christoph Luser",7.6,1
80,Norton Virgien,"Chuck Tately , Chuck Tately , Darrell Rooney ","Frank Welker, Amy Hill, Ed O'Ross, Jeff Bennett",5.5,0
90,Jared Hess,"Jared Hess, Jerusha Hess","Michael Angarano, John Baker, Robin Ballard, Steve Berg",6.1,0
95,Andy Cheng,"Robert Foreman , Daniel Sadek ","Nathan Phillips, Nadia Bjorlin, Angus Macfadyen, Eddie Griffin",4,0
117,Jean-Paul Salomé,"Jean-Paul Salomé, Laurent Vachaud","Sophie Marceau, Julie Depardieu, Marie Gillain, Déborah François",6.8,1
90,Marcus Dunstan,"Patrick Melton , Marcus Dunstan , Patrick Melton , Marcus Dunstan ","William Prael, Diane Ayala Goldner, Juan Fernández, Josh Stewart",6.4,0
93,Scott S. Anderson,"Scott S. Anderson, Abraham Taylor","Josh Henderson, Jenna Dewan Tatum, Lauren Storm, Derek Lee Nixon",5.6,0
136,James Mangold,"Johnny Cash , Johnny Cash , Gill Dennis, James Mangold","Joaquin Phoenix, Reese Witherspoon, Ginnifer Goodwin, Robert Patrick",7.9,1
148,Luc Besson,"Andrew Birkin, Luc Besson","Rab Affleck, Stéphane Algoud, Edwin Apps, David Bailie",6.4,0
143,Gore Verbinski,"Ted Elliott , Terry Rossio , Stuart Beattie , Jay Wolpert , Ted Elliott , Terry Rossio ","Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley",8.1,1
92,Peter Cornwell,"Adam Simon, Tim Metcalfe","Virginia Madsen, Kyle Gallner, Elias Koteas, Amanda Crew",5.9,0
109,Paul Weitz,"Paul Weitz , Brian Helgeland , Darren Shan ","John C. Reilly, Josh Hutcherson, Chris Massoglia, Jessica Carlson",5.9,0
100,M. Night Shyamalan,"Gary Whitta , M. Night Shyamalan , Will Smith ","Jaden Smith, Will Smith, Sophie Okonedo, Zoë Kravitz",4.9,0
110,Yoshihiro Nishimura,"Kengo Kaji , Maki Mizui , Yoshihiro Nishimura , J.J. Vallejo ","Eihi Shiina, Itsuji Itao, Yukihide Benny, Jiji Bû",6,0
90,Griffin Dunne,"Mimi Hare, Clare Naylor, Bonnie Sikowitz","Uma Thurman, Jeffrey Dean Morgan, Colin Firth, Sam Shepard",5.6,0
111,Prachya Pinkaew,"Napalee, Piyaros Thongdee, Joe Wannapin, Kongdej Jaturanrasamee, Prachya Pinkaew ","Tony Jaa, Petchtai Wongkamlao, Bongkoj Khongmalai, Xing Jin",7.1,1
92,Clark Gregg,"Clark Gregg , Chuck Palahniuk ","Kathryn Alexander, Teodorina Bello, Kate Blumberg, Jonah Bobo",6.5,0
108,Felix van Groeningen,"Christophe Dirickx , Dimitri Verhulst , Felix van Groeningen","Kenneth Vanbaeden, Valentijn Dhaenens, Koen De Graeve, Wouter Hendrickx",7.4,1
99,Barry Levinson,Steve Adams,"Ben Stiller, Jack Black, Rachel Weisz, Amy Poehler",4.8,0
127,Pedro Almodóvar,Pedro Almodóvar,"Penélope Cruz, Lluís Homar, Blanca Portillo, José Luis Gómez",7.2,1
101,Nelson McCormick,"J.S. Cardone , Donald E. Westlake , Carolyn Lefcourt , Brian Garfield , Donald E. Westlake ","Dylan Walsh, Sela Ward, Penn Badgley, Amber Heard",5.6,0
106,Nikolai Müllerschön,Nikolai Müllerschön,"Tomás Koutník, Tomás Ibl, Albert Franc, Matthias Schweighöfer",6.4,0
98,Christian Ditter,"Christian Ditter, Martin Ritzenhoff, Max von der Grün ","Nick Romeo Reimann, Fabian Halbig, Leonie Tepe, Manuel Steitz",6.2,0
110,Randall Miller,"Jody Savin , Randall Miller , Ross Schwartz , Ross Schwartz , Lannette Pabon , Jody Savin , Randall Miller ","Chris Pine, Hal B. Klein, Alan Rickman, Jean-Michel Richaud",6.8,1
107,Henry Miller,"Henry Miller, Tom Phelan","Willem Dafoe, Scott Speedman, Don Harvey, James Rebhorn",5.5,0
101,Michel Hazanavicius,"Jean Bruce , Jean-François Halin , Michel Hazanavicius ","Jean Dujardin, Louise Monot, Rüdiger Vogler, Alex Lutz",6.9,1
112,Scott Cooper,"Scott Cooper, Thomas Cobb ","Jeff Bridges, James Keane, Anna Felix, Paul Herman",7.3,1
104,Tom McCarthy,Tom McCarthy,"Richard Jenkins, Haaz Sleiman, Danai Gurira, Hiam Abbass",7.7,1
98,Rebecca Miller,"Rebecca Miller , Rebecca Miller ","Robin Wright, Mike Binder, Alan Arkin, Winona Ryder",6.4,0
100,Gurinder Chadha,"Gurinder Chadha , Paul Mayeda Berges , Will McRobb , Chris Viscardi , Louise Rennison ","Georgia Groome, Aaron Taylor-Johnson, Karen Taylor, Alan Davies",6.4,0
92,Richard Jefferies,Richard Jefferies,"Johnathon Schaech, Erica Leerhsen, James McDaniel, Jason Wiles",4.7,0
88,"Colin Brady, Christopher Reeve, Dan St. Pierre","Robert Kurtz , Jeff Hand , Howard Jonas ","Ritchie Allen, Jake T. Austin, Cherise Boothe, Jesse Bronstein",5.8,0
97,Robert Benton,"Allison Burnett , Charles Baxter ","Morgan Freeman, Greg Kinnear, Radha Mitchell, Billy Burke",6.7,0
111,Todd Graff,"Josh A. Cagan , Todd Graff , Josh A. Cagan ","Aly Michalka, Vanessa Hudgens, Gaelan Connell, Scott Porter",6.4,0
133,Chuan Lu,Chuan Lu,"Ye Liu, Yuanyuan Gao, Hideo Nakaizumi, Wei Fan",7.7,1
123,Michael Moore,Michael Moore,"Michael Moore, Tucker Albrizzi, Tony Benn, George W. Bush",8,1
85,Chris Moore,Kelly C. Palmer,"Don McManus, Ryanne Duzich, Teddy Dunn, Daniel Franzese",5.5,0
119,Asghar Farhadi,"Asghar Farhadi , Azad Jafarian , Asghar Farhadi ","Golshifteh Farahani, Shahab Hosseini, Taraneh Alidoosti, Merila Zare'i",8.1,1
92,Adam Elliot,Adam Elliot,"Toni Collette, Philip Seymour Hoffman, Barry Humphries, Eric Bana",8.2,1
93,James Marsh,"Tony Grisoni , David Peace ","Warren Clarke, Paddy Considine, James Fox, David Calder",7.2,1
93,Yann Samuell,Yann Samuell,"Guillaume Canet, Marion Cotillard, Thibault Verhaeghe, Joséphine Lebas-Joly",7.7,1
98,Darren Lynn Bousman,"Darren Smith , Terrance Zdunich , Darren Smith , Terrance Zdunich ","Alexa PenaVega, Paul Sorvino, Anthony Head, Sarah Brightman",6.7,0
118,Nora Ephron,"Nora Ephron , Julie Powell , Julia Child , Alex Prud'homme ","Meryl Streep, Amy Adams, Stanley Tucci, Chris Messina",7,1
88,Wilson Yip,"Kam-Yuen Szeto, Lik-Kei Tang","Donnie Yen, Louis Koo, Collin Chou, Ray Lui",6.8,1
87,Alejandro Jodorowsky,"Berta Domínguez D. , Berta Domínguez D. ","Peter O'Toole, Omar Sharif, Christopher Lee, Jude Alderson",6.2,0
81,Larry Charles,"Sacha Baron Cohen , Anthony Hines , Dan Mazer , Jeff Schaffer , Sacha Baron Cohen , Peter Baynham , Anthony Hines , Dan Mazer , Sacha Baron Cohen ","Sacha Baron Cohen, Gustaf Hammarsten, Clifford Bañagale, Chibundu Orukwowu",5.8,0
88,Sandy Collora,"Nick Damon, Sandy Collora","Clark Bartram, Damion Poitier, Isaac C. Singleton Jr., Sandy Collora",5.8,0
107,Paul Middleditch,Tom Scott ,"Joel Edgerton, Rhona Mitra, Danielle Cormack, Les Hill",5.8,0
119,Sam Mendes,"Justin Haythe , Richard Yates ","Kate Winslet, Leonardo DiCaprio, Christopher Fitzgerald, Jonathan Roumie",7.3,1
106,Peter Segal,David Dorfman,"Adam Sandler, Jack Nicholson, Marisa Tomei, Luis Guzmán",6.2,0
119,Jane Campion,"Jane Campion, Jane Campion , Andrew Motion (biography ""Keats"")","Abbie Cornish, Ben Whishaw, Paul Schneider, Kerry Fox",7,1
91,Kyle Rankin,Kyle Rankin,"Chris Marquette, Brooke Nevin, Kinsey Packard, E. Quincy Sloan",5.9,0
95,Howard Michael Gould,Howard Michael Gould,"Tim Allen, Barbara Barrie, Elisha Cuthbert, Jenna Dewan Tatum",5.2,0
177,Moustapha Akkad,"H.A.L. Craig, Tewfik El-Hakim, A.B. Jawdat El-Sahhar, A.B. Rahman El-Sharkawi, Mohammad Ali Maher","Anthony Quinn, Irene Papas, Michael Ansara, Johnny Sekka",8.4,1
105,Anne Fontaine,"Edmonde Charles-Roux , Anne Fontaine, Camille Fontaine","Audrey Tautou, Benoît Poelvoorde, Alessandro Nivola, Marie Gillain",6.7,0
89,Peter Avanzino,"Matt Groening , Matt Groening , David X. Cohen , Ken Keeler , Ken Keeler , David X. Cohen , Ken Keeler","Billy West, Katey Sagal, John DiMaggio, Tress MacNeille",7.3,1
81,Jean-Jacques Mantello,"Francois Mantello, Jean-Jacques Mantello",Marion Cotillard,6.5,0
104,Callie Khouri,"Glenn Gers , John Mister , Neil McKay , Terry Winsor ","Diane Keaton, Ted Danson, Katie Holmes, Adam Rothenberg",5.8,0
137,Shimako Sato,"So Kitamura , Shimako Sato ","Takeshi Kaneshiro, Takako Matsu, Tôru Nakamura, Ryôhei Abe",6.8,1
86,Anthony Waller,"Everett De Roche, Anthony Waller","Adrian Paul, Amanda Douge, Anthony Waller, Caroline Couret-Delegue",5.5,0
80,Nick Sanford,Nick Sanford,"Derek Lofton, Nicholas Toscani, Shawn Laguna, Ethan Guinn",5.3,0
122,"Paolo Taviani, Vittorio Taviani","Antonia Arslan , Paolo Taviani, Vittorio Taviani","Paz Vega, Moritz Bleibtreu, Alessandro Preziosi, Ángela Molina",6.3,0
99,Michel Hazanavicius,"Jean-François Halin , Jean Bruce , Jean-François Halin , Michel Hazanavicius ","Jean Dujardin, François Damiens, Khalid Maadour, Youssef Hamid",7.1,1
90,Russell Mulcahy,"Katie Ford , Leroy Aarons ","Sigourney Weaver, Henry Czerny, Ryan Kelley, Austin Nichols",8.1,1
106,Dany Boon,"Dany Boon, Alexandre Charlot , Alexandre Charlot, Franck Magnier , Franck Magnier","Kad Merad, Dany Boon, Zoé Félix, Lorenzo Ausilia-Foret",7.1,1
106,Armando Iannucci,"Jesse Armstrong , Simon Blackwell , Armando Iannucci , Tony Roche , Ian Martin ","Peter Capaldi, Harry Hadden-Paton, Samantha Harrington, Gina McKee",7.5,1
98,"Tony Jaa, Panna Rittikrai","Tony Jaa , Panna Rittikrai , Ek Iemchuen , Nonthakorn Thaweesuk ","Tony Jaa, Sarunyu Wongkrachang, Sorapong Chatree, Primorata Dejudom",6.2,0
84,Scott Sanders,"Michael Jai White , Byron Minns , Scott Sanders , Michael Jai White , Byron Minns ","Phyllis Applegate, Obba Babatundé, William Bassett, Troy Lindsey Brown",7.4,1
99,Jac Schaeffer,Jac Schaeffer,"Emma Caulfield, Scott Holroyd, Kali Rocha, Katherine Von Till",6.6,0
104,Raymond De Felitta,Raymond De Felitta,"Andy Garcia, Julianna Margulies, Steven Strait, Emily Mortimer",7.4,1
101,Jonathan Liebesman,"Josh Appelbaum, André Nemec, Evan Daugherty, Peter Laird , Kevin Eastman ","Megan Fox, Will Arnett, William Fichtner, Alan Ritchson",5.9,0
94,David Denneen,Dave Warner,"Travis Fimmel, Teresa Palmer, Stephen Moyer, Phillip Holder",6.2,0
117,Daniel Waters,Daniel Waters,"Robert Wisdom, Tanc Sade, Patton Oswalt, Simon Baker",6,0
117,Kari Skogland,"Martin McGartland (inspired by the book ""Fifty Dead Man Walking""), Nicholas Davies (inspired by the book ""Fifty Dead Man Walking""), Kari Skogland","Ben Kingsley, Jim Sturgess, Kevin Zegers, Natalie Press",6.9,1
96,Derrick Borte,"Randy T. Dinzler , Derrick Borte","David Duchovny, Demi Moore, Amber Heard, Benjamin Hollingsworth",6.5,0
95,Noam Murro,Mark Poirier,"Dennis Quaid, Sarah Jessica Parker, Thomas Haden Church, Ellen Page",6.2,0
85,Dana Lustig,"Grant Vetters, David Kolbowicz, Chris Charney, Chris Charney ","Rumer Willis, Tania Raymonde, Kristin Cavallari, Ryan Merriman",4.2,0
108,Erik Van Looy,"Bart De Pauw , Wesley Strick ","Karl Urban, James Marsden, Wentworth Miller, Eric Stonestreet",6.3,0
106,Claire Denis,"Claire Denis , Marie N'Diaye , Lucie Borleteau ","Isabelle Huppert, Christopher Lambert, Nicolas Duvauchelle, William Nadylam",7,1
82,Toby Wilkins,"Ian Shorr, Kai Barry","Charles Baker, Jill Wagner, Paulo Costanzo, Shea Whigham",6.1,0
128,John McTiernan,"Jonathan Hensleigh, Roderick Thorp ","Bruce Willis, Jeremy Irons, Samuel L. Jackson, Graham Greene",7.6,1
106,Peter Hyams,"Peter Hyams , Douglas Morrow","Jesse Metcalfe, Amber Tamblyn, Michael Douglas, Joel David Moore",5.9,0
121,Dong-won Kim,Dong-won Kim,"Jun-ho Jeong, Woong-in Jeong, Woon-taek Jeong, Go Eun Han",6.6,0
95,Derick Martini,"Derick Martini, Steven Martini","Rory Culkin, Alec Baldwin, Jill Hennessy, Emma Roberts",7,1
88,Dwayne Carey-Hill,"Matt Groening , Matt Groening , David X. Cohen , Eric Horsted , Michael Rowe , Eric Kaplan , David X. Cohen , Patric M. Verrone , Eric Horsted , David X. Cohen ","Billy West, Katey Sagal, John DiMaggio, Tress MacNeille",7.3,1
134,Steven Soderbergh,"Peter Buchman , Ernesto 'Che' Guevara (memoir ""Reminiscences of the Cuban Revolutionary War"")","Julia Ormond, Benicio Del Toro, Oscar Isaac, Pablo Guevara",7.2,1
107,Dennis Gansel,"Ron Jones , Johnny Dawkins , Ron Birnbach , Dennis Gansel, Peter Thorwarth","Jürgen Vogel, Frederick Lau, Max Riemelt, Jennifer Ulrich",7.6,1
128,Laurent Cantet,"Laurent Cantet , Robin Campillo , François Bégaudeau , François Bégaudeau ","François Bégaudeau, Agame Malembo-Emene, Angélica Sancio, Arthur Fogel",7.5,1
90,Riad Sattouf,"Riad Sattouf, Marc Syrigas","Vincent Lacoste, Anthony Sonigo, Alice Tremolière, Julie Scheibling",6.4,0
92,Rick Rosenthal,"John Carpenter, Debra Hill","Jamie Lee Curtis, Donald Pleasence, Charles Cyphers, Jeffrey Kramer",6.5,0
92,Louie Psihoyos,Mark Monroe,"Richard O'Barry, Louie Psihoyos, Hardy Jones, Michael Illiff",8.5,1
144,Anurag Kashyap,"Saratchandra Chatterjee , Abhay Deol , Vikramaditya Motwane, Anurag Kashyap","Abhay Deol, Mahie Gill, Kalki Koechlin, Dibyendu Bhattacharya",8.1,1
93,William Olsson,Alex Metcalf,"Gretchen Mol, James Rebhorn, Cameron Bright, Mark Pellegrino",6.2,0
111,Mike Figgis,"John O'Brien , Mike Figgis ","Nicolas Cage, Elisabeth Shue, Julian Sands, Richard Lewis",7.6,1
97,Jonas Elmer,"Ken Rance, C. Jay Cox","Renée Zellweger, Harry Connick Jr., Siobhan Fallon Hogan, J.K. Simmons",5.6,0
107,Karey Kirkpatrick,"Ed Solomon, Chris Matheson","Eddie Murphy, Thomas Haden Church, Yara Shahidi, Ronny Cox",5.6,0
87,Horatiu Malaele,"Adrian Lustig, Horatiu Malaele","Meda Andreea Victor, Alexandru Potocean, Valentin Teodosiu, Alexandru Bindea",8,1
97,George Gallo,George Gallo,"Antonio Banderas, Meg Ryan, Colin Hanks, Selma Blair",5.3,0
92,Lee Toland Krieger,Lee Toland Krieger ,"Adam Scott, Brittany Snow, Alex Frost, J.K. Simmons",7,1
89,Stefan Ruzowitzky,"Knister , Stefan Ruzowitzky , Ralph Martin , Armin Toerkell , Knister ","Alina Freund, Sami Herzog, Michael Mittermeier, Pilar Bardem",5.2,0
95,Malcolm Venville,"Louis Mellis, David Scinto","Ray Winstone, Ian McShane, John Hurt, Tom Wilkinson",5.8,0
110,Lee Daniels,"Geoffrey Fletcher , Sapphire ","Gabourey Sidibe, Mo'Nique, Paula Patton, Mariah Carey",7.3,1
242,Kenneth Branagh,"William Shakespeare , Kenneth Branagh ","Riz Abbasi, Richard Attenborough, David Blair, Brian Blessed",7.8,1
96,Ellory Elkayem,Stephen Mazur,"Oliver James, Kristopher Turner, Rik Young, Madison Riley",4,0
108,Rod Lurie,Rod Lurie,"Kate Beckinsale, Matt Dillon, Angela Bassett, Alan Alda",7.2,1
150,Uli Edel,"Bernd Eichinger , Uli Edel , Stefan Aust ","Martina Gedeck, Moritz Bleibtreu, Johanna Wokalek, Nadja Uhl",7.4,1
94,Grant Heslov,"Jon Ronson , Peter Straughan ","George Clooney, Ewan McGregor, Jeff Bridges, Kevin Spacey",6.2,0
90,Katherine Dieckmann,Katherine Dieckmann,"Uma Thurman, Anthony Edwards, David Schallipp, Matthew Schallipp",4.6,0
91,Tommy Wirkola,"Tommy Wirkola, Stig Frode Henriksen","Vegar Hoel, Stig Frode Henriksen, Charlotte Frogner, Lasse Valdal",6.4,0
105,Joseph Losey,"Nicholas Mosley , Harold Pinter ","Dirk Bogarde, Stanley Baker, Jacqueline Sassard, Michael York",7.1,1
104,Gilles Bourdos,"Michel Spinosa , Gilles Bourdos , Michel Spinosa , Gilles Bourdos , Guillaume Musso ","Romain Duris, John Malkovich, Evangeline Lilly, Pascale Bussières",5.9,0
85,Agnès Obadia,"Louis Bélanger, Laurent Bénégui, Lydia Decobert, Agnès Obadia","Sandrine Kiberlain, Pascal Elbé, Elina Löwensohn, Pierre-Luc Brillant",5.3,0
85,Hue Rhodes,Hue Rhodes,"Steve Buscemi, Romany Malco, Sarah Silverman, Peter Dinklage",5.8,0
94,João Daniel Tikhomiroff,"Patrícia Andrade, Bráulio Tavares, João Daniel Tikhomiroff","Aílton Carmo, Jéssica Barbosa, Flávio Rocha, Irandhir Santos",5.7,0
86,Thomas Carter,John Pielmeier,"Cuba Gooding Jr., Kimberly Elise, Aunjanue Ellis, Harron Atkins",7.8,1
118,Anders Nilsson,"Anders Nilsson, Joakim Hansson, Anders Nilsson , Joakim Hansson , Anders Nilsson , Joakim Hansson ","Jakob Eklund, Joel Kinnaman, Mikael Tornving, Meliz Karlge",6.8,1
139,Teddy Chan,"Junli Guo, Tin Nam Chun, Joyce Chan, Tung Man Chan , James Yuen, Bing Wu","Xueqi Wang, Tony Ka Fai Leung, Jun Hu, Bo-Chieh Wang",6.9,1
96,Sharon Maguire,"Chris Cleave , Sharon Maguire","Michelle Williams, Ewan McGregor, Matthew Macfadyen, Nicholas Gleaves",5.9,0
110,Sigfrid Monleón,"Miguel Dalmau , Miguel Dalmau , Miguel Ángel Fernández , Jaime Gil de Biedma , Joaquín Górriz , Sigfrid Monleón ","Jordi Mollà, Bimba Bosé, Àlex Brendemühl, Josep Linuesa",5.8,0
101,Alfred Hitchcock,Ben Hecht,"Cary Grant, Ingrid Bergman, Claude Rains, Louis Calhern",8,1
97,Florian Baxmeyer,"Philip LaZebnik , Aaron Mendelsohn , Robert Arthur ","Chancellor Miller, Nick Price, Cameron Monaghan, James Faulkner",5.7,0
107,Jamin Winans,Jamin Winans,"Christopher Soren Kelly, Quinn Hunchar, Jessica Duffy, Jennifer Batter",7,1
105,Bob Gosse,"Tucker Max , Tucker Max , Nils Parker ","Tim Huck, Lex D. Geddings, Matt Czuchry, Yvette Yates",5.3,0
95,Ti West,Ti West,"Jocelin Donahue, Tom Noonan, Mary Woronov, Greta Gerwig",6.4,0
114,Mamoru Hosoda,"Mamoru Hosoda , Satoko Okudera , John Burgmeier , Patrick Seitz ","Ryûnosuke Kamiki, Nanami Sakuraba, Mitsuki Tanimura, Takahiro Yokokawa",7.6,1
110,James Gray,"James Gray, Ric Menello","Joaquin Phoenix, Anne Joyce, Elliot Villar, Craig Walker",7.1,1
99,Danis Tanovic,"Danis Tanovic, Scott Anderson ","Colin Farrell, Jamie Sives, Paz Vega, Kelly Reilly",6.5,0
112,"Ivan Engler, Ralph Etter","Arnold Bucher , Ivan Engler , Arnold Bucher , Ivan Engler , Patrik Steinmann , Thilo Röscheisen , Johnny Hartmann ","Anna Katharina Schwabroh, Martin Rapold, Regula Grauwiller, Yangzom Brauen",6.2,0
84,Rachid Bouchareb,"Rachid Bouchareb , Olivier Lorelle , Zoé Galeron ","Brenda Blethyn, Sotigui Kouyaté, Sami Bouajila, Roschdy Zem",6.8,1
85,Uwe Boll,Uwe Boll,"Brendan Fletcher, Shaun Sipos, Michael Paré, Matt Frewer",6.3,0
90,"Brian Koppelman, David Levien",Brian Koppelman,"Michael Douglas, Susan Sarandon, Danny DeVito, Mary-Louise Parker",6.4,0
95,John Hindman,John Hindman,"Jeff Daniels, Lauren Graham, Lou Taylor Pucci, Olivia Thirlby",6.5,0
112,Rashane Limtrakul,"Rashane Limtrakul , Sompope Vejchapipat , Sompope Vejchapipat ","JeeJa Yanin, Kazu Patrick Tang, Nui Saendaeng, Sompong Leartvimolkasame",6.2,0
91,Raja Gosnell,"Analisa LaBianco , Jeffrey Bushell , Jeffrey Bushell ","Piper Perabo, Manolo Cardona, Jamie Lee Curtis, José María Yazpik",3.7,0
108,Giuseppe Tornatore,"Giuseppe Tornatore , Giuseppe Tornatore , Pascal Quignard ","Gérard Depardieu, Roman Polanski, Sergio Rubini, Nicola Di Pinto",7.8,1
90,"Zach Cregger, Trevor Moore","Zach Cregger , Trevor Moore , Dennis Haggerty , Ryan Homchick , Thomas Mimms ","Zach Cregger, Trevor Moore, Raquel Alessi, Molly Stanton",5,0
80,Glenn Gaylord,"Phillip J. Bartell, Q. Allan Brocka , Q. Allan Brocka","Rebekah Kochan, Daniel Skelton, Chris Salvatore, Michael E.R. Walker",6,0
111,Tod Williams,"John Irving , Tod Williams ","Elle Fanning, Jeff Bridges, Kim Basinger, Jon Foster",6.7,0
122,Zelimir Zilnik,Zelimir Zilnik,"Pera Cehov, Rade Curcin, Slobodan Djoric, Maja Krek",6.4,0
90,"Casper Andreas, Fred M. Caruso",Fred M. Caruso ,"Lena Hall, Daniel Robinson, Joey Dudding, Jeff Metzler",6.1,0
97,Stephan Elliott,"Stephan Elliott, Sheridan Jobbins, Noël Coward ","Jessica Biel, Ben Barnes, Kristin Scott Thomas, Colin Firth",6.7,0
98,"Glenn Ficarra, John Requa","John Requa, Glenn Ficarra, Steve McVicker ","Jim Carrey, Ewan McGregor, Leslie Mann, Rodrigo Santoro",6.6,0
98,Sam Mendes,"Dave Eggers, Vendela Vida","John Krasinski, Maya Rudolph, Carmen Ejogo, Catherine O'Hara",7.1,1
118,Jean-Paul Rappeneau,"Jean-Claude Carrière, Nina Companeez, Jean Giono , Jean-Paul Rappeneau","Juliette Binoche, Olivier Martinez, Pierre Arditi, François Cluzet",7.1,1
93,Jonathan Liebesman,"Gus Krieger , Ann Peacock , Gus Krieger ","Nick Cannon, Clea DuVall, Timothy Hutton, Chloë Sevigny",5.8,0
99,Michael McCullers,Michael McCullers,"Amy Poehler, Tina Fey, Greg Kinnear, Dax Shepard",6,0
121,Andrzej Wajda,"Andrzej Mularczyk , Przemyslaw Nowakowski , Wladyslaw Pasikowski , Andrzej Wajda ","Andrzej Chyra, Maja Ostaszewska, Artur Zmijewski, Danuta Stenka",7.1,1
96,Alexandre Franchi,"Alexandre Franchi , Mark Antony Krupa ","Ricky Mabe, Mark Antony Krupa, Trevor Hayes, Kaniehtiio Horn",6.4,0
